ID,SMILES,pEC50_Clinical_Abnormal Hepatic Function,pEC50_Clinical_Cholecystitis,pEC50_Clinical_Cholelithiasis,pEC50_Clinical_Cholestasis,pEC50_Clinical_Cholestatic Jaundice,pEC50_Clinical_Hepatic Failure,pEC50_Clinical_Hepatic Necrosis,pEC50_Clinical_Hepatic Steatosis,pEC50_Clinical_Hepatitis,pEC50_Clinical_Hepatobiliary disorder,pEC50_Clinical_Hepatocellular injury,pEC50_Clinical_Hepatomegaly,pEC50_Clinical_Hyperbilirrubinemia,pEC50_Clinical_Jaundice,pEC50_Clinical_Liver Injury,pEC50_Pre_Clinical_Filtered Dose Hepatic Steatosis,pEC50_Pre_Clinical_Filtered Doses Hepatic Necrosis,pEC50_Pre_Clinical_Filtered Doses Hepatomegaly,pEC50_Pre_Clinical_Filtered Doses Liver Disorder,pEC50_Pre_Clinical_Filtered Doses liver Injury,pEC50_Pre_Clinical_Filtered Hepatic Necrosis
0,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,-2.3010299956639813,-2.3010299956639813,,,,-2.3010299956639813,,-2.3010299956639813,,,,,,,-2.3010299956639813,,,,-1.0,,
1,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,-2.903089986991944,,,,,,,,,,,-2.903089986991944,,,,,,,,,
2,C/C([O-])=N/c1nnc(S(N)(=O)=O)s1,-2.6989700043360187,,,,-2.6989700043360187,-2.6989700043360187,-2.6989700043360187,,,,,,,,,,,,,,
3,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,-1.4771212547196624,,,,,-1.4771212547196624,-1.0,-1.0,-1.0,,,-1.0,-1.4771212547196624,-1.0,,,-1.0,,-2.0,-2.0,-1.0
4,COc1ccc2cccc(CCNC(C)=O)c2c1,-1.6989700043360187,,,,,-1.3979400086720375,,,-1.3979400086720375,,,,,-1.3979400086720375,,,,-2.096910013008056,,,
5,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,-1.6020599913279625,,,,,,,,,,,,,,,,,,,,
6,Nc1ccc(C(=O)O)c(O)c1,-4.301029995663981,,,,,,,,-3.6020599913279625,,,-4.079181246047625,,-3.6020599913279625,,,,,,,
7,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,-2.7781512503836434,-2.7781512503836434,,,,,-2.903089986991944,,-1.380211241711606,,-2.903089986991944,-3.204119982655925,,-2.903089986991944,,,-0.6989700043360189,-1.6989700043360187,-1.8750612633917,-0.6989700043360189,-0.6989700043360189
8,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,-0.4771212547196624,-0.6989700043360189,,,,-0.4771212547196624,,,0.0,,-0.0,-0.6989700043360189,0.0,-0.6989700043360189,,,-0.6989700043360189,-1.0,-1.0,,-0.6989700043360189
9,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,-0.6989700043360189,,,,,,,,-0.3010299956639812,,,,,-0.3010299956639812,,,,,,,
10,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,-0.6989700043360189,-2.3010299956639813,,-0.6989700043360189,,-0.6989700043360189,-2.0,,-0.6989700043360189,-0.6989700043360189,-2.3010299956639813,-0.6989700043360189,-0.6989700043360189,,,,-1.6020599913279625,-1.6020599913279625,-1.0,-1.4771212547196624,-1.6020599913279625
11,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,-1.3010299956639813,,,,,-0.6989700043360189,,,-1.3010299956639813,,,,,-1.3010299956639813,-1.3010299956639813,,-3.4771212547196626,,,,-3.4771212547196626
12,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,-2.6989700043360187,,,,,-2.6989700043360187,,,,,,-2.6989700043360187,,-2.6989700043360187,,,,,,,
13,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,-1.4771212547196624,-1.4771212547196624,-1.4771212547196624,,,-1.4771212547196624,,,-1.4771212547196624,-1.4771212547196624,,-1.4771212547196624,-0.3010299956639812,-1.4771212547196624,-1.4771212547196624,,-1.7781512503836436,,-1.0,,-1.7781512503836436
14,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],-1.9030899869919435,,,-1.9030899869919435,-1.9030899869919435,-1.9030899869919435,,,-1.9030899869919435,,,,,-1.9030899869919435,-1.9030899869919435,,,-1.9030899869919435,,-1.845098040014257,
15,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,-3.1760912590556813,,,,,,,,-2.8750612633917,,,,,,,,,,-1.6989700043360187,-2.0,
16,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,-1.0,-1.3010299956639813,,,,,,,,,,,-1.6020599913279625,-1.6020599913279625,,,,,,,
17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,-2.6989700043360187,,,,-0.4771212547196624,-0.4771212547196624,-2.6989700043360187,,-2.6989700043360187,,,,,-0.4771212547196624,,,,,,,-1.6020599913279625
18,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,-3.4771212547196626,,,,,,,,-3.4771212547196626,,,,,-3.4771212547196626,,,,-2.7781512503836434,-3.380211241711606,,
19,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1,-0.3010299956639812,,,,-4.8750612633917,-0.3010299956639812,-0.3010299956639812,,,,-4.8750612633917,,,-4.8750612633917,,,,,,,
20,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,-2.255272505103306,-2.255272505103306,-2.255272505103306,,,,,,,-2.255272505103306,,,,,,,-1.4771212547196624,-1.0,-1.0,,-1.3222192947339193
21,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,-1.6020599913279625,,,,,,,,,,,,-1.6020599913279625,,,,,,,,
22,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-1.6989700043360187,,,,,,,,-2.1760912590556813,,,-2.1760912590556813,,-2.1760912590556813,-1.6989700043360187,,-3.0,-2.0,,-1.1760912590556811,-2.6989700043360187
23,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,-1.6532125137753435,,,,,-1.7781512503836436,,,,,,,,,,,,,-1.0,,
24,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,-2.096910013008056,,,,,-2.397940008672037,,,-2.397940008672037,,,,-0.4771212547196624,-2.096910013008056,,,,-3.0,,,-1.1760912590556811
25,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,-2.6989700043360187,,,,,,,,-2.7781512503836434,,-2.7781512503836434,,-2.7781512503836434,,-2.7781512503836434,,,,-1.845098040014257,,
26,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,-2.6020599913279625,,,,,,,,-2.6020599913279625,,-2.6532125137753435,,,-2.6020599913279625,-2.9542425094393248,,,-1.3979400086720375,-2.0,-2.0,-0.6020599913279624
27,CS(=O)(=O)OCCCCOS(C)(=O)=O,-0.3010299956639812,,,,,,,,,,,-0.3010299956639812,-0.6020599913279624,-0.6020599913279624,,,,,,,-1.9030899869919435
28,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,-2.6020599913279625,,,,,,,,-2.6020599913279625,,,,,,,,,,,,-0.6989700043360189
29,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,-0.4771212547196624,,,,,,,,,,-0.4771212547196624,,,-0.4771212547196624,,,,,-1.6989700043360187,,
30,NC(=O)N1c2ccccc2C=Cc2ccccc21,-3.0791812460476247,,,,-3.0791812460476247,-3.0,,,-3.0,,-3.0791812460476247,,,,,-2.3010299956639813,,-1.6989700043360187,-1.3979400086720375,-1.6989700043360187,-0.3010299956639812
31,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,-1.0791812460476249,,,,,,,,-1.0791812460476249,,,,-1.0791812460476249,,,,-0.6989700043360189,-1.7781512503836436,,,-1.380211241711606
32,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,-1.4771212547196624,,,-1.4771212547196624,,,,,,,,,,,,,,,,,
33,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,-2.7781512503836434,,,-2.7781512503836434,,-2.7781512503836434,,,-1.146128035678238,,,,-1.146128035678238,-2.7781512503836434,,,,,,,
34,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,-3.3010299956639813,-3.3010299956639813,,,,-3.3010299956639813,,,,,-3.3010299956639813,,-3.3010299956639813,-3.3010299956639813,,,,-3.0,,,
35,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,-3.3010299956639813,,,-3.3010299956639813,,,,,,,,,,,,,,,,,
36,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,-3.6020599913279625,,,,,-3.6020599913279625,,,,,,,,,,,,,-3.3010299956639813,,
37,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N/OC)c3csc(N)n3)[C@H]2SC1,-2.903089986991944,-2.3010299956639813,-2.3010299956639813,-2.903089986991944,,,,,,,,,,,,,,,-2.4771212547196626,,
38,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,-3.4771212547196626,,,-3.4771212547196626,,,,,,,,,-1.380211241711606,,,,-3.6989700043360183,-3.0,-3.9542425094393248,,-1.3010299956639813
39,CC(C)(O/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@@H]12)c1csc(N)n1)C(=O)[O-],-3.4771212547196626,,,,,,,,,,,,,,,,,,,,
40,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,-3.0,,,-3.0,,,,,,,,,,-3.0,,,,,,,
41,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@H]12)c1ccco1,-3.3521825181113627,,,,,,,,,,,,,,,,,,,,
42,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,-2.903089986991944,,-2.903089986991944,,,-2.6020599913279625,,,-2.6020599913279625,,,,,-2.6020599913279625,,,-1.3010299956639813,-2.6020599913279625,,-2.0,-2.0
43,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,-2.6020599913279625,,-2.6020599913279625,,,,,-2.397940008672037,,,,,,,,,-2.0,-1.0,-1.1760912590556811,,-2.0
44,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,-2.8750612633917,,,-2.8750612633917,,,,,-2.8750612633917,,-2.8750612633917,,-2.8750612633917,-2.8750612633917,-2.8750612633917,,-2.0,-1.6989700043360187,-1.4771212547196624,,-8.0
45,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-1.0,,,-0.6989700043360189,,,-1.0,,-1.0,,,,,-1.3010299956639813,,,,-1.806179973983887,,,
46,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-2.6989700043360187,-2.6020599913279625,-2.6020599913279625,,-3.6989700043360183,-2.6020599913279625,-3.3010299956639813,,-3.3010299956639813,,,-2.6020599913279625,-2.4771212547196626,-3.3010299956639813,,,,,,,-2.0791812460476247
47,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,-2.397940008672037,,,,,,,,-2.3010299956639813,,,,,-2.397940008672037,-2.397940008672037,,,,,-2.0,
48,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,-1.954242509439325,,,,,,,,,,,,,,,,,,,,
49,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,-2.4771212547196626,,,,,-2.397940008672037,,,-2.4771212547196626,,,,-2.4771212547196626,,-2.397940008672037,,-3.3010299956639813,,-2.6989700043360187,,-1.4771212547196624
50,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,-0.6020599913279624,,,,,,,,,,,,,,,,,-2.0,-2.0,,
51,O=P1(N(CCCl)CCCl)NCCCO1,-0.6989700043360189,,,-0.6989700043360189,,-0.6989700043360189,-1.6989700043360187,,-0.6989700043360189,,,-0.6989700043360189,,-1.6989700043360187,,,,,,,
52,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,-2.7781512503836434,,,,,,,,,,,,,,,,,,,,
53,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,-3.0791812460476247,,,,,,,-2.903089986991944,-2.7781512503836434,,-3.0791812460476247,-3.0791812460476247,-3.0791812460476247,-3.0791812460476247,,,-3.0,-2.0,,-2.6989700043360187,-2.0
54,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,-1.6020599913279625,,-1.3222192947339193,,,-1.1760912590556811,,-1.4771212547196624,-1.0,-1.1760912590556811,-1.4771212547196624,-1.6020599913279625,-1.6020599913279625,-1.3010299956639813,,,-2.0,-2.0,,-2.0,-1.1760912590556811
55,Cc1c(O)c(=O)ccn1C,-1.8750612633917,,-1.8750612633917,,,-1.8750612633917,,,-1.8750612633917,-1.8750612633917,,-0.4771212547196624,,-0.4771212547196624,,,,,-1.8750612633917,,
56,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,-2.3010299956639813,,,,,,,,,-2.0,,,-2.3010299956639813,,-2.3010299956639813,,,,,,
57,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,-2.1760912590556813,-2.1760912590556813,-1.8750612633917,,-2.1760912590556813,-1.6989700043360187,-1.6989700043360187,,-1.6989700043360187,,-2.1760912590556813,-2.1760912590556813,-2.1760912590556813,-2.1760912590556813,-0.6020599913279624,,,,-0.4771212547196624,-0.3010299956639812,-2.0
58,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,-0.3010299956639812,,,,,,,,,,,-2.6989700043360187,,-0.3010299956639812,,,,,,,
59,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,-2.397940008672037,,,,,,,,-2.6989700043360187,,-2.6989700043360187,,,,-2.6989700043360187,,,,,-1.6020599913279625,
60,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,-0.9030899869919436,-0.9030899869919436,-0.9030899869919436,,,,,,-0.9030899869919436,,-0.9030899869919436,,-2.6989700043360187,-2.6989700043360187,,,,,,-1.0,
61,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,-2.0791812460476247,,,,-2.0791812460476247,-2.0791812460476247,,-2.0791812460476247,-1.7781512503836436,,-2.0791812460476247,-2.0791812460476247,,-1.7781512503836436,-2.0791812460476247,,,-1.6720978579357175,,,
62,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,-3.3010299956639813,,,,,,,,-1.0,,,,,,,,,,,,
63,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,-2.7781512503836434,,,,,,,,,-2.7781512503836434,,,,,,,-2.3010299956639813,,-1.2041199826559248,,-0.6989700043360189
64,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,-2.0,-2.3010299956639813,,,,,,,,,,,,,,,,-2.4771212547196626,,,
65,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,-2.397940008672037,,,,,,,,,,,,,-3.0,,,,,-2.0,,-2.397940008672037
66,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,-0.9030899869919436,,,,,,,,-0.9030899869919436,,,,,-0.9030899869919436,,,,,,,
67,COc1ccc2[n-]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,-1.6020599913279625,,,,,-1.6020599913279625,,,-1.6020599913279625,,,,-1.6020599913279625,-1.6020599913279625,,,,-2.4471580313422194,,,
68,COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,-1.6020599913279625,,,-1.7781512503836436,,-1.6020599913279625,-1.6020599913279625,,-1.6020599913279625,,-1.7781512503836436,,-1.6020599913279625,-1.6020599913279625,,,-1.9030899869919435,-2.204119982655925,-2.146128035678238,,-1.9030899869919435
69,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-2.574031267727719,,-1.0,,-0.3010299956639812,,,,,,-1.146128035678238,,,-2.574031267727719,,,,-0.4771212547196624,,,
70,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,-3.0,-2.6020599913279625,-2.6020599913279625,,-3.0,-3.0,-3.0,,-1.2041199826559248,,-1.2041199826559248,,-2.7781512503836434,-1.2041199826559248,,,,-1.1760912590556811,,,
71,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,-0.6989700043360189,,,,,-0.6989700043360189,,,-0.9030899869919436,,,,,,,,,,,,
72,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,-1.0,-1.0,-1.0,,,,,,-1.0,,,,,,,,,,,,
73,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,-0.4771212547196624,-0.4771212547196624,-0.4771212547196624,,,,,,-0.4771212547196624,,,,-0.4771212547196624,-0.4771212547196624,,,,-2.0791812460476247,-2.3521825181113627,,
74,N=C(CCSCc1csc(N=C(N)N)n1)NS(N)(=O)=O,-1.3010299956639813,,,,-1.9030899869919435,-0.0,-0.3010299956639812,,-1.3010299956639813,,-0.0,,,,,-2.4771212547196626,,,-3.3010299956639813,,
75,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,-2.4771212547196626,-1.9030899869919435,-2.4771212547196626,,,,,-1.9030899869919435,-2.0791812460476247,,-2.0791812460476247,-1.9030899869919435,,-2.4771212547196626,-2.4771212547196626,,,,,,
76,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-2.0791812460476247,-2.5563025007672877,-2.380211241711606,-2.5563025007672877,,-2.5563025007672877,,,-2.0791812460476247,,-2.255272505103306,-2.255272505103306,-2.5563025007672877,-2.0791812460476247,-2.0791812460476247,,,,,,
77,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,-2.3010299956639813,,,,,,,,,-2.6020599913279625,,,-2.6020599913279625,,,,,,,,
78,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,-0.6989700043360189,,,,,-1.3979400086720375,-1.3979400086720375,-1.3979400086720375,-1.3979400086720375,-1.3979400086720375,-1.3979400086720375,-0.6989700043360189,,-1.3979400086720375,,,,,-1.0,,
79,Nc1nc(=O)[nH]cc1F,-2.1760912590556813,,,,,,-2.1760912590556813,,,,,,,-2.1760912590556813,-2.1760912590556813,,,,,,
80,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,-1.9030899869919435,-1.7781512503836436,-1.9030899869919435,,-1.3010299956639813,-1.7781512503836436,-1.9030899869919435,-1.3010299956639813,-1.7781512503836436,,-1.7781512503836436,-1.3010299956639813,-1.9030899869919435,-1.7781512503836436,,-1.1760912590556811,-1.0791812460476249,-0.6989700043360189,-0.0,,-0.6020599913279624
81,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-],-0.6989700043360189,,,,,,,,,,,,-0.6989700043360189,,,,-1.0,-1.0,,,-3.3502480183341627
82,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,-2.397940008672037,,,,,-2.397940008672037,,,-2.397940008672037,,,,,,,,-0.6989700043360189,-1.6989700043360187,,,-1.3010299956639813
83,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,-0.9030899869919436,,,-0.9030899869919436,,-0.9030899869919436,,,-0.9030899869919436,,,,,-0.9030899869919436,,,,-2.3201462861110542,,,
84,NC(=O)NO,-1.4771212547196624,,,,,,,,,,,,,,,,,,,,
85,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,-2.6232492903979003,-2.6232492903979003,,-2.6232492903979003,,-2.7481880270062,,,,-2.6232492903979003,,,-2.6232492903979003,,,,-2.4771212547196626,,-1.9030899869919435,,-2.4771212547196626
86,CC(C)Cc1ccc(C(C)C(=O)O)cc1,-3.0791812460476247,,,,-0.7781512503836436,-3.505149978319906,-3.0791812460476247,,-3.0791812460476247,,,,,-3.0791812460476247,,-2.4771212547196626,-2.4771212547196626,-2.4771212547196626,-2.0791812460476247,,-1.3010299956639813
87,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,-3.845098040014257,,,,,,,,,,,,,,,,,-3.7781512503836434,-2.4771212547196626,,
88,CN(C)CCCN1c2ccccc2CCc2ccccc21,-2.4771212547196626,,,,,,,,,,,,,-2.4771212547196626,,,,,,,
89,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-2.4771212547196626,,,,,,,,-2.4771212547196626,,,,,-2.4771212547196626,,-3.3010299956639813,-3.3010299956639813,-2.4771212547196626,-3.3010299956639813,,-0.7781512503836436
90,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-2.6020599913279625,,-2.3010299956639813,-2.6020599913279625,,-2.3010299956639813,,,-2.6020599913279625,,-2.3010299956639813,-2.6020599913279625,-2.6020599913279625,-2.6020599913279625,-2.6020599913279625,,,-1.3010299956639813,-1.3010299956639813,,-2.3010299956639813
91,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,-2.6989700043360187,,,,,,,,,,,,,,-2.6989700043360187,,-2.6989700043360187,-2.6989700043360187,-2.6989700043360187,,-0.4771212547196624
92,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-0.6020599913279624,,,,,-2.0,,-2.3010299956639813,-2.1760912590556813,,-2.0,,-2.3010299956639813,-2.0,,,,,,,
93,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,-2.7781512503836434,,-2.7781512503836434,,,,,,-2.7781512503836434,-2.7781512503836434,,,,-2.7781512503836434,-1.0791812460476249,,,-2.3010299956639813,-2.255272505103306,,
94,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,-2.7781512503836434,,-2.6989700043360187,,,-2.6989700043360187,-2.3010299956639813,,-2.7781512503836434,-2.7781512503836434,,,-2.8750612633917,,,,,,,,-1.1760912590556811
95,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,-1.7781512503836436,,-1.7781512503836436,-1.7781512503836436,,,,,-1.7781512503836436,,,,-1.954242509439325,-1.7781512503836436,-1.4771212547196624,,,-2.4771212547196626,-1.6989700043360187,,
96,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,-2.681241237375587,,,,,,,,,,,,-2.681241237375587,,,,,-2.0,-2.255272505103306,,
